type,model,created_at,usage_input,usage_output
second,model2,30.04.2024,4928,4873
second,model2,20.02.2024,7184,308
first,model3,08.01.2024,2482,2191
third,model1,15.01.2024,9664,3229
third,model3,26.03.2024,2657,3472
second,model3,05.03.2024,9220,4498
third,model2,01.03.2024,1606,4076
third,model2,27.02.2024,4772,2454
first,model2,04.05.2024,1260,7927
third,model3,10.02.2024,9536,2105
second,model1,23.04.2024,7537,2076
third,model2,06.05.2024,66,1540
second,model1,02.04.2024,7540,635
third,model2,13.03.2024,4181,6810
second,model3,21.01.2024,9613,342
second,model2,14.05.2024,9417,2356
second,model1,03.03.2024,4259,3326
second,model2,07.01.2024,7319,5635
first,model2,16.01.2024,3583,9034
first,model2,02.03.2024,5550,36
second,model2,03.05.2024,8537,2666
first,model1,18.01.2024,5893,9600
second,model1,08.02.2024,9872,4575
third,model3,01.04.2024,370,1334
second,model3,20.03.2024,8428,1406
second,model2,16.05.2024,8908,7875
second,model1,15.04.2024,6874,7560
third,model2,19.01.2024,6833,6350
third,model2,18.01.2024,4990,5447
first,model1,16.05.2024,3497,877
second,model3,25.01.2024,3715,7110
second,model2,09.02.2024,3024,1198
first,model1,05.02.2024,7753,5962
first,model2,09.03.2024,6137,5310
first,model1,11.04.2024,980,3687
first,model1,25.01.2024,5758,859
second,model3,23.03.2024,3004,9411
first,model3,22.02.2024,3905,8871
third,model1,24.04.2024,5526,3083
third,model2,12.03.2024,4528,100
third,model1,11.02.2024,6569,5522
second,model3,06.02.2024,2697,1659
first,model3,15.03.2024,279,3488
third,model2,11.03.2024,1938,4692
third,model3,18.03.2024,6605,2345
first,model1,15.05.2024,282,6130
third,model1,16.05.2024,7337,6456
third,model1,26.03.2024,2667,7262
third,model2,08.01.2024,7099,5333
first,model1,27.04.2024,422,2645
first,model3,19.02.2024,5160,8076
third,model2,10.04.2024,9906,9730
first,model1,21.03.2024,6550,8857
third,model3,11.05.2024,106,9770
third,model2,28.04.2024,5062,462
third,model3,07.03.2024,1818,7141
second,model1,05.04.2024,2223,250
third,model3,30.04.2024,111,9749
second,model1,29.04.2024,1844,6670
first,model2,18.02.2024,5386,436
third,model1,02.02.2024,7160,4616
second,model3,01.04.2024,3873,2893
second,model2,03.01.2024,5596,1447
third,model3,11.01.2024,3661,338
first,model3,29.01.2024,154,6069
second,model1,19.04.2024,9205,1402
second,model1,22.03.2024,34,1855
first,model3,16.02.2024,3048,5169
second,model1,30.04.2024,1717,2201
third,model3,04.05.2024,2369,4557
second,model2,15.01.2024,2234,1013
third,model3,17.02.2024,2458,7430
third,model1,23.01.2024,8817,7782
third,model1,05.04.2024,7462,7253
first,model3,06.01.2024,5555,8376
second,model2,01.04.2024,9683,880
first,model3,05.05.2024,7140,6741
first,model3,08.02.2024,6218,809
third,model3,16.03.2024,5245,5394
third,model2,26.04.2024,7860,7094
first,model3,28.03.2024,8322,1359
first,model1,05.02.2024,640,2181
second,model1,18.01.2024,2178,9230
second,model2,30.03.2024,1351,2531
second,model3,17.04.2024,737,2090
second,model2,12.03.2024,5741,4119
second,model2,29.02.2024,7070,6940
second,model1,22.02.2024,8234,5798
second,model1,07.04.2024,7976,1869
second,model2,20.04.2024,742,9232
first,model1,01.02.2024,8184,7556
first,model1,05.03.2024,578,5949
first,model3,28.02.2024,2577,6608
first,model3,13.04.2024,9204,3978
third,model2,04.05.2024,861,8099
first,model3,30.04.2024,9516,9619
first,model2,29.01.2024,7428,5056
first,model1,02.03.2024,2769,9687
second,model2,26.01.2024,8226,6248
second,model3,05.02.2024,1831,2233
second,model2,13.01.2024,7417,4239
second,model2,07.03.2024,4139,5310
third,model1,06.04.2024,9204,7865
first,model2,06.02.2024,6787,3039
third,model1,19.04.2024,9569,4551
third,model3,22.01.2024,6569,9663
third,model2,30.03.2024,5455,4155
first,model3,13.02.2024,5280,3648
third,model1,04.05.2024,4965,1892
third,model2,07.05.2024,3890,2156
second,model3,13.04.2024,3231,9893
second,model2,09.01.2024,5448,5114
second,model3,30.04.2024,8237,7795
first,model3,29.02.2024,3831,8457
first,model2,22.03.2024,5120,3834
second,model1,11.03.2024,1304,2106
second,model1,23.01.2024,5615,7790
third,model3,28.02.2024,5802,1990
third,model3,15.03.2024,5136,7211
third,model2,05.03.2024,619,1226
third,model3,06.03.2024,5936,9657
first,model1,28.03.2024,4998,3843
third,model3,01.05.2024,121,4090
third,model1,18.02.2024,9404,5113
second,model1,16.03.2024,5459,7135
third,model2,26.01.2024,4200,4961
second,model1,09.01.2024,3298,7908
second,model3,11.01.2024,4744,1288
first,model2,13.01.2024,8766,6762
third,model3,05.05.2024,8524,3865
third,model1,13.02.2024,6549,5164
first,model1,01.04.2024,6766,8006
second,model2,06.03.2024,2258,5198
first,model1,20.04.2024,6334,9360
first,model1,16.01.2024,4746,8907
first,model1,14.02.2024,2981,3204
second,model3,06.04.2024,4615,9617
second,model1,20.04.2024,7686,763
third,model1,17.02.2024,2138,525
third,model3,04.05.2024,9796,7055
third,model3,31.01.2024,4878,4081
third,model1,05.01.2024,9323,665
first,model2,09.05.2024,9954,8888
first,model3,15.05.2024,7844,5149
first,model3,21.03.2024,8178,4600
second,model1,13.04.2024,4744,4389
third,model3,10.04.2024,2459,207
third,model3,20.01.2024,3522,7490
first,model2,22.03.2024,1541,6993
third,model3,05.03.2024,3103,6981
third,model3,20.01.2024,9860,7735
second,model2,07.02.2024,3615,3043
third,model3,11.01.2024,190,2845
third,model3,23.02.2024,2943,1581
first,model2,19.01.2024,5663,4281
second,model3,04.02.2024,3055,2202
first,model3,15.03.2024,7550,7910
second,model2,19.01.2024,5435,8538
first,model2,09.05.2024,7619,5017
first,model2,30.03.2024,5629,7106
third,model1,06.05.2024,9818,6765
first,model2,12.02.2024,321,3540
third,model1,21.01.2024,5088,6733
second,model1,15.02.2024,8340,2399
third,model2,30.03.2024,5330,4345
first,model3,20.04.2024,8330,1757
first,model2,13.05.2024,7718,4063
third,model3,10.02.2024,3698,4856
first,model2,26.02.2024,3301,4528
third,model2,15.02.2024,8684,6685
third,model3,14.01.2024,3126,1250
second,model2,24.01.2024,7904,3116
second,model1,06.05.2024,8742,757
second,model3,23.04.2024,8128,7970
first,model3,20.03.2024,8022,9276
second,model3,05.04.2024,9566,761
first,model2,04.03.2024,7927,6073
second,model3,06.04.2024,2121,2071
second,model3,25.03.2024,5572,4580
third,model1,26.01.2024,7582,7652
first,model3,10.04.2024,4322,732
third,model2,26.01.2024,6719,7306
first,model2,28.04.2024,4370,4230
first,model2,02.02.2024,9931,509
first,model2,24.02.2024,5025,8989
second,model3,10.04.2024,7363,4476
second,model3,23.01.2024,3991,8960
third,model2,08.03.2024,5783,8456
first,model3,02.03.2024,9124,6716
third,model3,13.02.2024,4457,9860
second,model2,28.02.2024,9761,6062
first,model2,16.04.2024,2818,8144
third,model3,09.02.2024,5350,562
third,model3,05.04.2024,2957,4353
third,model1,27.04.2024,5069,7484
third,model3,13.05.2024,3677,2282
second,model3,09.03.2024,981,5182
first,model3,04.04.2024,4498,2743
third,model1,14.03.2024,3016,2161
third,model2,12.04.2024,4753,5279
second,model3,09.01.2024,5573,3772
second,model3,01.04.2024,302,3882
first,model1,18.04.2024,6516,635
third,model2,29.02.2024,6748,459
second,model3,28.03.2024,2409,8639
first,model1,12.02.2024,4064,6110
first,model1,18.02.2024,4695,1466
first,model1,20.04.2024,2192,5303
third,model2,02.03.2024,3279,1918
first,model3,17.01.2024,5376,9133
first,model1,04.04.2024,6380,3978
first,model2,04.02.2024,3464,2718
first,model3,12.03.2024,2261,2841
first,model3,01.01.2024,6706,8287
first,model1,30.04.2024,5493,3247
third,model3,04.01.2024,7903,3764
first,model3,15.02.2024,8634,9731
second,model2,22.03.2024,5230,9262
first,model1,23.03.2024,5924,9796
second,model2,18.01.2024,660,3688
first,model2,26.03.2024,3262,6817
first,model3,06.05.2024,1539,119
first,model2,16.01.2024,6886,5636
second,model3,14.01.2024,4879,5122
third,model2,16.04.2024,3477,4332
third,model1,03.04.2024,6375,1830
second,model2,08.04.2024,4331,4809
third,model1,12.05.2024,9632,6539
first,model2,14.01.2024,5405,2402
second,model1,04.03.2024,4562,7162
second,model2,07.05.2024,2267,1752
first,model3,25.03.2024,3405,4171
second,model1,02.02.2024,7277,6192
second,model3,19.02.2024,1449,615
third,model1,02.05.2024,5048,9111
third,model2,19.04.2024,3477,3003
second,model1,08.01.2024,68,1749
second,model3,02.05.2024,6029,1838
third,model3,09.02.2024,6565,2001
third,model3,24.01.2024,3807,8200
third,model2,05.02.2024,3837,1061
first,model1,06.02.2024,2624,3658
second,model3,25.03.2024,7743,190
third,model1,24.04.2024,6682,6191
second,model3,16.04.2024,1667,5516
first,model2,13.01.2024,7608,5332
third,model3,23.02.2024,7769,2935
third,model2,12.01.2024,2179,1291
third,model2,04.05.2024,3185,8020
first,model1,04.03.2024,6517,2467
third,model1,16.02.2024,2724,6805
second,model3,16.03.2024,2895,3101
first,model3,10.05.2024,1706,935
second,model1,05.04.2024,6554,4209
second,model2,01.02.2024,7177,7221
second,model2,20.01.2024,1650,9295
first,model2,03.02.2024,8345,3287
second,model1,11.05.2024,8170,6060
third,model1,17.01.2024,8235,1791
first,model1,23.04.2024,4456,9470
second,model2,25.03.2024,6286,9045
third,model2,22.04.2024,338,4659
second,model2,02.05.2024,9027,3852
third,model2,21.01.2024,4858,3957
first,model1,10.02.2024,6180,7247
first,model1,12.04.2024,4568,8706
first,model2,19.01.2024,4923,6846
third,model3,29.03.2024,3269,7587
first,model1,05.02.2024,9868,6478
second,model1,21.04.2024,6713,3787
third,model3,27.04.2024,2322,8624
third,model3,18.02.2024,7138,4368
first,model2,13.05.2024,6882,8540
second,model3,14.03.2024,1908,749
second,model1,16.02.2024,2353,5971
first,model3,02.04.2024,6937,2407
second,model2,11.04.2024,411,4225
third,model3,10.02.2024,84,2873
first,model3,11.05.2024,7001,6475
first,model1,23.03.2024,4655,3114
first,model2,10.02.2024,9756,6651
first,model2,04.03.2024,8031,5901
first,model2,02.03.2024,5359,478
second,model3,15.02.2024,1875,5025
first,model2,23.03.2024,2907,1460
second,model3,02.01.2024,9845,9096
third,model2,10.02.2024,145,474
first,model2,08.04.2024,2294,6066
third,model2,24.03.2024,7598,8886
first,model3,13.05.2024,3945,5552
third,model2,19.03.2024,3104,1226
third,model2,03.05.2024,8197,6918
first,model1,12.03.2024,7880,38
third,model1,28.03.2024,1514,4607
first,model3,05.03.2024,6012,1920
second,model3,02.01.2024,4824,1046
first,model1,13.02.2024,6567,2170
first,model1,29.03.2024,755,8425
second,model1,28.03.2024,9887,9369
second,model3,19.01.2024,1303,4856
first,model3,19.02.2024,5444,1427
second,model1,13.03.2024,6502,6371
first,model1,15.03.2024,2556,1547
third,model2,06.03.2024,2003,1189
third,model1,13.04.2024,4042,7373
third,model1,07.04.2024,1344,1830
first,model1,13.05.2024,4386,7479
first,model2,19.04.2024,1596,6718
first,model2,01.04.2024,1042,2542
first,model2,25.03.2024,1493,5455
third,model2,04.05.2024,4179,8228
second,model2,15.04.2024,1878,5924
second,model1,13.04.2024,9237,3607
second,model2,11.03.2024,3219,2322
third,model1,01.01.2024,6164,3363
third,model3,29.01.2024,4619,5133
first,model1,16.05.2024,5513,1459
second,model1,29.02.2024,9266,4764
third,model3,21.01.2024,6098,1831
first,model2,13.05.2024,274,2978
first,model3,19.03.2024,5656,2923
first,model3,31.03.2024,9636,1533
third,model2,12.01.2024,2046,6147
first,model1,08.03.2024,947,6024
second,model1,13.03.2024,2391,8414
third,model2,19.04.2024,7289,1447
second,model3,18.03.2024,2782,5708
second,model1,23.03.2024,4528,4033
second,model1,02.03.2024,9069,736
third,model3,29.04.2024,7904,4443
first,model1,20.01.2024,3541,2762
second,model2,28.01.2024,3144,1099
first,model1,30.01.2024,6728,4915
third,model2,14.05.2024,9883,5082
third,model2,14.02.2024,4213,4420
second,model3,09.01.2024,3908,359
third,model1,23.03.2024,9281,3350
first,model3,07.03.2024,1659,4626
first,model1,06.02.2024,9050,9960
second,model1,21.03.2024,1297,7035
second,model1,28.03.2024,1683,8445
second,model1,25.01.2024,8821,1221
second,model1,06.05.2024,9840,1481
first,model2,16.04.2024,4398,6985
second,model3,18.01.2024,2052,6750
third,model3,29.03.2024,1718,8276
third,model3,22.03.2024,7036,7883
third,model1,01.03.2024,1771,6048
second,model1,16.04.2024,757,9502
third,model2,24.04.2024,2933,8065
third,model2,04.05.2024,7198,9914
first,model2,10.02.2024,7553,8400
first,model1,19.04.2024,1980,4585
second,model2,18.04.2024,9082,3576
third,model1,06.04.2024,2551,3599
second,model3,11.02.2024,5178,2648
second,model2,20.04.2024,46,5425
third,model1,28.02.2024,1004,8701
first,model2,23.04.2024,7949,9394
third,model3,15.03.2024,6162,8966
first,model3,13.05.2024,2262,2951
third,model2,29.03.2024,8359,2619
first,model2,16.01.2024,9273,494
first,model2,03.03.2024,1281,7133
first,model1,12.03.2024,1944,7101
third,model3,22.04.2024,6702,5183
second,model3,11.03.2024,1980,9555
third,model2,01.04.2024,3019,8594
first,model2,09.05.2024,3896,6395
third,model1,06.02.2024,633,5821
third,model3,05.05.2024,198,3476
first,model2,25.01.2024,8020,4113
second,model1,31.03.2024,8493,3970
second,model2,02.05.2024,1558,8498
first,model3,16.03.2024,2712,8572
third,model3,28.02.2024,9919,7666
second,model1,25.03.2024,60,1022
second,model2,24.03.2024,2570,9080
third,model3,06.03.2024,165,1999
second,model3,04.02.2024,1220,9903
first,model2,09.03.2024,9352,2439
first,model1,02.05.2024,5332,250
first,model3,01.01.2024,2166,3535
first,model1,17.04.2024,5555,3891
third,model1,31.03.2024,2440,8063
second,model2,28.03.2024,3246,4944
second,model3,22.01.2024,1104,4611
third,model2,09.05.2024,3725,4598
first,model2,07.03.2024,7023,7528
first,model2,01.03.2024,9279,2308
first,model2,11.03.2024,8967,3549
first,model1,23.02.2024,6542,6468
first,model1,04.01.2024,9700,8160
third,model2,24.03.2024,802,7135
second,model2,21.01.2024,4800,6934
first,model1,11.05.2024,3262,3836
first,model3,08.02.2024,6321,1199
second,model3,12.01.2024,6943,761
second,model1,11.05.2024,309,3218
first,model1,23.04.2024,2450,3429
first,model2,25.04.2024,7805,9935
third,model2,14.05.2024,2734,6363
first,model1,24.01.2024,1673,4437
first,model1,29.03.2024,9044,1489
second,model1,26.04.2024,5958,5477
first,model1,02.03.2024,5576,9660
second,model1,04.04.2024,3851,4124
third,model3,19.01.2024,8271,9266
second,model3,19.02.2024,1703,8648
second,model2,01.04.2024,8387,8662
second,model2,03.05.2024,9956,5967
first,model2,29.03.2024,8482,2792
first,model3,06.02.2024,6502,6442
second,model2,10.01.2024,443,3596
third,model2,05.03.2024,4209,9513
third,model3,22.03.2024,9911,8063
second,model1,21.02.2024,7912,6333
first,model1,10.03.2024,3126,537
second,model2,20.01.2024,3405,952
second,model1,28.03.2024,131,1268
third,model2,11.01.2024,6832,6215
first,model2,03.05.2024,7730,337
second,model1,11.05.2024,6174,1964
first,model3,30.01.2024,4479,7748
second,model1,13.01.2024,3786,2821
third,model3,01.05.2024,7228,6959
second,model1,12.02.2024,9691,2900
first,model2,21.01.2024,1862,397
first,model2,02.03.2024,8580,958
second,model3,12.05.2024,4094,7772
first,model3,02.03.2024,9606,7801
second,model2,03.01.2024,5393,2405
first,model2,28.02.2024,6258,5777
first,model1,02.05.2024,4807,1343
first,model1,22.04.2024,2271,9344
third,model3,11.03.2024,6776,5523
third,model2,25.02.2024,4160,5516
second,model1,24.03.2024,5882,5268
first,model1,10.01.2024,5334,4830
third,model3,19.02.2024,4539,688
first,model3,27.01.2024,6019,7423
first,model3,03.02.2024,2141,3906
second,model3,14.05.2024,333,5021
second,model1,20.04.2024,4377,2174
first,model3,22.04.2024,9427,6401
second,model2,20.04.2024,8076,2043
first,model3,01.02.2024,4971,9968
third,model2,15.01.2024,1460,8424
second,model3,03.04.2024,7908,103
second,model1,05.04.2024,9128,3640
first,model2,01.04.2024,9360,1716
third,model1,23.02.2024,365,2882
first,model3,02.02.2024,3413,5172
third,model3,27.01.2024,7244,6824
second,model2,01.02.2024,634,509
second,model2,25.02.2024,1365,1524
first,model1,25.04.2024,5682,3223
second,model1,23.04.2024,6337,8625
third,model2,21.04.2024,5719,6919
second,model1,27.03.2024,4201,2023
second,model3,29.02.2024,9754,2371
third,model1,17.04.2024,5151,1845
third,model2,15.03.2024,9554,5591
first,model1,08.04.2024,8397,718
first,model2,01.02.2024,9500,1487
second,model3,03.01.2024,884,1512
second,model2,09.01.2024,6623,7570
second,model3,15.01.2024,4492,4386
second,model3,20.01.2024,1873,2997
first,model1,25.02.2024,679,7241
third,model1,04.01.2024,819,3082
third,model1,29.01.2024,9808,2522
second,model3,08.01.2024,9771,6007
third,model2,12.05.2024,5086,6306
second,model2,17.02.2024,5837,2410
first,model2,13.02.2024,2221,6706
third,model3,25.04.2024,6043,1500
first,model1,04.05.2024,7153,5218
second,model1,21.02.2024,4682,8134
second,model1,10.04.2024,8099,4645
second,model1,05.01.2024,7825,656
second,model2,03.04.2024,3677,4262
second,model2,09.01.2024,3288,3250
third,model3,01.04.2024,2498,9125
third,model1,22.02.2024,4314,6799
first,model2,09.03.2024,8525,8066
second,model3,16.04.2024,7973,3378
third,model1,02.01.2024,9720,1547
third,model3,15.02.2024,5090,1179
first,model3,09.03.2024,9815,1264
first,model2,25.03.2024,9306,1241
first,model2,13.01.2024,7679,8632
first,model1,11.03.2024,7358,241
first,model2,05.01.2024,1704,9925
third,model2,10.03.2024,9434,5623
first,model2,03.03.2024,778,804
first,model1,07.02.2024,5180,4030
second,model1,16.04.2024,2938,8500
third,model2,01.01.2024,5888,5624
first,model1,07.03.2024,2781,2269
third,model2,05.03.2024,9609,9994
third,model2,12.03.2024,2343,7126
second,model3,20.04.2024,282,256
second,model3,07.02.2024,1476,8409
first,model3,09.01.2024,3184,1082
third,model2,02.02.2024,7369,3674
third,model1,30.01.2024,3166,7231
third,model1,24.04.2024,1677,4085
first,model2,14.02.2024,9018,5773
second,model3,10.04.2024,3856,6364
third,model1,09.03.2024,7820,9175
third,model2,14.04.2024,5261,8358
first,model2,27.02.2024,8886,8325
third,model3,08.03.2024,432,1335
first,model1,04.04.2024,9497,6770
first,model3,18.03.2024,5634,1527
first,model2,11.04.2024,30,9285
second,model2,06.02.2024,3187,1245
first,model1,29.04.2024,9980,8334
first,model3,06.02.2024,3988,3720
first,model1,20.02.2024,473,9923
second,model2,15.02.2024,6657,5024
first,model2,21.04.2024,2018,5375
second,model3,07.04.2024,3656,852
third,model3,04.02.2024,9473,6979
third,model1,30.03.2024,9466,2146
second,model2,06.05.2024,4144,5060
first,model1,07.01.2024,3436,3478
first,model3,08.04.2024,1881,2714
second,model1,01.03.2024,5866,5012
first,model3,08.01.2024,5708,7540
third,model1,08.01.2024,6757,5940
first,model3,26.03.2024,1690,4463
first,model1,02.04.2024,1339,2321
second,model3,02.02.2024,264,9569
